ImpactID,DisNo,Classification_Key,LocationID,ISO,Start_Year,Total_Damage(USD),Total_Damage_Adj(USD)
3d27b19d29516b23de5c26a1d0e8cc9f,2006-0206-CAN,nat-hyd-flo-riv,21794791953895ae39d0279cc2b097a7,CAN,2006,,
f9ec77ad5000b238dddec7dbc6420c23,2006-0224-CAN,nat-hyd-flo-riv,0a7403ac0466b0c03636ef62949cca1f,CAN,2006,,
a7e13cc6d9cf46e2b50df89688f76455,2006-0257-USA,nat-met-sto-lig,79cd23877f3a08f5b230696886f225c2,USA,2006,450000.0,680166.0
d4e88f859caa7c4f9bf411ac2da05f6b,2006-0260-USA,nat-hyd-flo-riv,d1f497eca13063f8f5d8aa9e19d47b27,USA,2006,85000.0,128476.0
b20615e7cb820bb0ff1a18f5479a5f10,2006-0261-CAN,nat-hyd-flo-riv,5521a187f4667a76bc0ddeb5c6fe6b2e,CAN,2006,,
add2955d86089b2a2447c2e14b82e1af,2006-0269-CAN,nat-hyd-flo-riv,868a030a4530425dc66b8caba4aef6e4,CAN,2006,,
51a1544eb1446b4c87dc98cfde26d622,2006-0341-USA,nat-hyd-flo-riv,02c278dd833f6bec06a2d46aec6cbc11,USA,2006,1000000.0,1511480.0
ccd0a85487149aa6727abe86d24ecfce,2006-0344-USA,nat-hyd-flo-riv,01a30d550084467082de1f6e61ce92d3,USA,2006,7000.0,10580.0
b4a3e30c4635d296949525fab62aa012,2006-0374-USA,nat-cli-wil-wil,083f22be571aaad4489547fc6a01cb9d,USA,2006,16000.0,24184.0
de6db375a29af985762e9e81adaf6c5b,2006-0387-USA,nat-met-ext-hea,bb63d1d9d9cca59a959a626a09abcb0f,USA,2006,,
fd7faaaa0d786d6b906c5b3a80e234cd,2006-0413-USA,nat-hyd-flo-riv,70914b47802b6f86f343ae15243e55f3,USA,2006,100000.0,151148.0
f62df667a88ef9dc59b514c25ebc326c,2006-0418-USA,nat-hyd-flo-riv,036cdb5f1e4d96c8684adcda3a2d302c,USA,2006,,
13f982e50f4435e7f70edfb0564f90f2,2006-0427-USA,nat-met-ext-hea,b0345d5156ee806c94a6dcd76da145e1,USA,2006,,
