DisNo,ImpactID,Historic,Classification_Key,Disaster_Group,Disaster_Subgroup,Disaster_Type,Disaster_Subtype,Event_Name,OFDA_BHA_Response,Appeal,Declaration,Origin,Associated_Types,Magnitude,Magnitude_Scale,Start_Date,End_Date,duration
2005-0467-USA,2207abd0e2b40a03295078dbea23ff22,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,Katrina,No,No,Yes,,Broken Dam/Burst bank|Flood,280.0,Kph,2005-08-29,2005-09-19,21
2005-0530-USA,d0a737b9937595465c039bd4080dd166,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,No,No,No,,,,Kph,2005-08-18,2005-08-18,0
2005-0547-USA,cbf4f30da5a1eef0e050fe616994286f,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,Rita,No,No,Yes,,Flood,280.0,Kph,2005-09-23,2005-10-01,8
2005-0553-CAN,be76161b49e7156b523e8a2f5e4f0c54,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,No,No,No,,,,Kph,2005-09-26,2005-09-29,3
2005-0583-USA,53bd9a657e7aae52b45949e38bc7bc59,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,No,No,No,Heavy rain,Rain,38290.0,Km2,2005-10-08,2005-10-16,8
2005-0585-USA,119ffe85f59c1a771908b8266be6a62b,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,"Hurricane ""Wilma""",No,No,Yes,,Flood|Rain,165.0,Kph,2005-10-24,2005-10-24,0
2005-0591-CAN,c39f93ba75266783cbb35beb189abab6,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,No,No,Yes,Heavy rains,,330.0,Km2,2005-09-27,2005-09-29,2
2005-0682-USA,1f2ebcb787151e13498dad6b873d3990,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,No,No,No,,,,Kph,2005-12-08,2005-12-09,1
2005-0687-USA,67aa275921206de697c40dee5dfe042f,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,No,No,No,,,47.0,°C,2005-07-04,2005-07-30,26
2005-0716-USA,b71e5ceaa74478a42697b046ed419f63,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,No,No,Yes,Storm,"Rain|Slide (land, mud, snow, rock)",140500.0,Km2,2005-12-31,2006-01-18,18
2005-0724-USA,f1d1fd838d7d51c5e7c22cb31a134ec8,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,No,No,Yes,,,,Km2,2005-12-27,2006-01-04,8
2005-0728-CAN,59796251f79c37c8c70f44a373527b6c,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,No,No,No,Heavy rains,,86680.0,Km2,2005-06-07,2005-07-01,24
2006-0128-USA,6b3811396ebc251cd6ba3ff03b8087ab,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,No,No,No,,Flood,202.0,Kph,2006-03-11,2006-03-13,2
2006-0161-USA,42649e0a153ebf81f03ffe0157f27ec3,No,nat-met-sto-hai,Natural,Meteorological,Storm,Hail,,No,No,No,,Hail,,Kph,2006-04-02,2006-04-03,1
2006-0171-USA,6eaa319ec0800ba0e2967ed1adb604f7,No,nat-met-sto-hai,Natural,Meteorological,Storm,Hail,,No,No,No,,Hail,,Kph,2006-04-06,2006-04-08,2
2006-0180-USA,73b6fe362359dd80cb5b5abbb15a7c0c,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,No,No,Yes,Heavy rains,"Broken Dam/Burst bank|Slide (land, mud, snow, rock)",44110.0,Km2,2006-04-04,2006-04-17,13
2006-0182-USA,f73a1bef9e6fbf90a23190dc659a0b05,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,No,No,No,Heavy rain,"Broken Dam/Burst bank|Slide (land, mud, snow, rock)",585.0,Km2,2006-03-14,2006-03-23,9
2006-0203-CAN,2087e3c13564a30b25d4cbb971a235ed,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,No,No,Yes,Heavy rain,,730.0,Km2,2006-04-18,2006-04-24,6
2006-0206-CAN,3d27b19d29516b23de5c26a1d0e8cc9f,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,No,No,No,Heavy rain,,63270.0,Km2,2006-04-12,2006-04-20,8
2006-0224-CAN,f9ec77ad5000b238dddec7dbc6420c23,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,No,No,No,Snowmelt,Broken Dam/Burst bank,7030.0,Km2,2006-04-22,2006-05-31,39
2006-0257-USA,a7e13cc6d9cf46e2b50df89688f76455,No,nat-met-sto-lig,Natural,Meteorological,Storm,Lightning/Thunderstorms,,No,No,No,,Hail,,Kph,2006-05-01,2006-05-07,6
2006-0260-USA,d4e88f859caa7c4f9bf411ac2da05f6b,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,No,No,Yes,Heavy rains,Rain,42910.0,Km2,2006-05-11,2006-05-22,11
2006-0261-CAN,b20615e7cb820bb0ff1a18f5479a5f10,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,No,No,No,Snowmelt,,3210.0,Km2,2006-05-26,2006-06-02,7
2006-0269-CAN,add2955d86089b2a2447c2e14b82e1af,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,No,No,No,Rains and snowmelt,,,Km2,2006-05-20,2006-05-28,8
2006-0341-USA,51a1544eb1446b4c87dc98cfde26d622,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,No,No,No,"Heavy rain, thunderstoms","Slide (land, mud, snow, rock)",122600.0,Km2,2006-06-25,2006-07-01,6
2006-0344-USA,ccd0a85487149aa6727abe86d24ecfce,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,No,No,No,Severe storms,,6780.0,Km2,2006-06-22,2006-06-25,3
2006-0374-USA,b4a3e30c4635d296949525fab62aa012,No,nat-cli-wil-wil,Natural,Climatological,Wildfire,Wildfire (General),,No,No,Yes,,,350.0,Km2,2006-07-09,2006-07-14,5
2006-0387-USA,de6db375a29af985762e9e81adaf6c5b,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,No,No,No,,,50.0,°C,2006-07-14,2006-08-15,32
2006-0413-USA,fd7faaaa0d786d6b906c5b3a80e234cd,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,No,No,No,Heavy rain,,3610.0,Km2,2006-07-27,2006-08-07,11
2006-0418-USA,f62df667a88ef9dc59b514c25ebc326c,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,No,No,No,Heavy rain,,4720.0,Km2,2006-07-27,2006-07-30,3
2006-0427-USA,13f982e50f4435e7f70edfb0564f90f2,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,No,No,Yes,,,44.0,°C,2006-07-30,2006-08-06,7
2006-0461-USA,a88bbaa31f00bec391c51bb2398fe1a8,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,No,No,No,Heavy rain,,95940.0,Km2,2006-08-19,2006-08-24,5
2006-0466-USA,3448ee7afe70827f63025fb41e1a4bdd,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,Ernesto,No,No,No,,Flood,119.0,Kph,2006-08-02,2006-09-07,36
2006-0546-USA,32e9ec1b01488719ea815339e40e82d8,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,No,No,Yes,Heavy rain,Rain,146000.0,Km2,2006-09-22,2006-09-26,4
2006-0566-USA,fb5a232b7f1a29316aee0bb91d67f9cc,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,No,No,No,Heavy rain,,51560.0,Km2,2006-10-09,2006-10-14,5
2006-0576-USA,f61c7997cea9e160ee43f9ae7fbb13f3,No,nat-cli-wil-lan,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,No,No,Yes,,,,Km2,2006-10-26,2006-10-27,1
2006-0595-USA,2742d01fbf18e6ee51098f4e318164e6,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,No,No,No,,Flood,,Kph,2006-11-15,2006-11-16,1
2006-0598-USA,cfdaa3b89254b0703bc2523ef8d1da0e,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,No,No,No,Heavy rains,,57890.0,Km2,2006-11-05,2006-11-10,5
2006-0642-USA,09cbaf88f6c143f386a74c1b58e02a45,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,No,No,Yes,,Flood,,Kph,2006-10-12,2006-10-14,2
2006-0662-USA,d0ffe9a7f18f2bf397c43ac188c2fd2f,No,nat-cli-wil-lan,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,No,No,Yes,,,,Km2,2006-12-03,2006-12-06,3
2006-0704-USA,7b0e6309b5e93b341fd8dcdbdd8b8cbd,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,No,No,No,,"Slide (land, mud, snow, rock)|Tsunami/Tidal wave",6.7,Moment Magnitude,2006-10-15,2006-10-15,0
2006-0706-USA,7383989cd00f6d1ec18eba543780dbb6,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,No,No,No,,,193.0,Kph,2006-12-25,2006-12-25,0
2006-0707-USA,101d4055d0c3e7e2bd1f06d82491d528,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,No,No,Yes,,,,Kph,2006-12-21,2006-12-21,0
2006-0718-USA,debe41e41773eddf6930dd4bf8f9d044,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,No,No,Yes,,,,Kph,2006-12-27,2006-12-31,4
2006-0743-USA,bd5acbff8b1de38fb56b7d822c912ca2,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,No,No,No,,Rain,,Kph,2006-11-30,2006-12-03,3
2006-0744-USA,1f5d98a436d7e728f29af630d2405a63,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,No,No,No,,,,Kph,2006-12-14,2006-12-15,1
2007-0026-USA,df00352ea983842e8f14c91076c073ef,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,No,No,Yes,,Cold wave|Rain,,Kph,2007-01-12,2007-01-17,5
2007-0041-USA,91ccbd26b813ee84d08b1a5d0d045c96,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,No,No,No,Heavy rains,,434.4,Km2,2007-01-15,2007-01-25,10
2007-0048-USA,4008a2bb1ce0f7d0e3378f6051c96a63,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,No,No,Yes,,,265.0,Kph,2007-02-02,2007-02-02,0
2007-0066-CAN,6cac820861044e1c32a6aeb23001f47e,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,No,No,No,,Cold wave,,Kph,2007-02-14,2007-02-15,1
2007-0066-USA,fb263dcc7ef3ef46317c5f4fb770df6e,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,No,No,No,,Cold wave,64.0,Kph,2007-02-14,2007-02-15,1
2007-0083-USA,5d85facf84feb89e3e2aba6bf611a44a,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,No,No,No,,,,Kph,2007-03-01,2007-03-02,1
2007-0156-USA,5b5e54b26d239e94b53e53f649d087ce,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,No,No,No,,Flood,240.0,Kph,2007-04-24,2007-04-26,2
2007-0165-CAN,cee29cf0a7f09416a058ebdeed8ac89d,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,No,No,No,Snowmelt,,205000.0,Km2,2007-06-06,2007-06-11,5
2007-0173-USA,b0d8cb204a10af50f66a00ed43807085,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,No,No,No,Heavy rain,,341.3,Km2,2007-05-24,2007-05-29,5
2007-0244-USA,b3074efb5023267f6952e5aecec4b8c6,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,No,No,No,Heavy rain,Rain,507800.0,Km2,2007-06-26,2007-07-06,10
2007-0251-USA,010d7b76b69ebcfedd3d7bd845872f73,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,No,No,No,Brief torrential rain,Rain,6500.0,Km2,2007-06-19,2007-06-20,1
2007-0254-USA,96781c9aa0fa886c7911fdfb065e1655,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,No,No,No,Heavy rain,,34750.0,Km2,2007-06-17,2007-06-22,5
2007-0351-USA,e3623bca0e7d39b33714f75d40e41259,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,No,No,No,,,,Km2,2007-06-24,2007-07-02,8
2007-0359-USA,a356f2ea4762a926a7262dbff645f1b5,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,Erin,No,No,No,,Flood,132.0,Kph,2007-08-16,2007-08-19,3
2007-0383-USA,def7ab912fefada57dba7faaf63724db,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,No,No,No,Heavy rains,"Rain|Slide (land, mud, snow, rock)",1217000.0,Km2,2007-08-16,2007-08-27,11
2007-0519-USA,59d0559f78d93043b54ac9d0a9cfa75f,No,nat-cli-wil-lan,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,No,No,Yes,,Storm,,Km2,2007-10-21,2007-10-24,3
2007-0579-USA,37b4afb760fcfb1f53b9f854ca39b199,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,No,No,No,,,,Km2,2007-11-24,2007-11-27,3
2007-0581-USA,f7e8dec458bf334683ea4b1eb494e455,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,No,No,Yes,,"Flood|Slide (land, mud, snow, rock)",160.0,Kph,2007-12-03,2007-12-07,4
2007-0621-CAN,eebacf367e99ca236c60bd405893f6c7,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,No,No,No,,,,Kph,2007-12-23,2007-12-26,3
2007-0621-USA,121195ddc4443ea46ab03ba01c381d68,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,No,No,No,,Transport accident,109.0,Kph,2007-12-23,2007-12-26,3
2007-0641-USA,d54c9611f4e90c34bd73d16667c02379,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,No,No,No,,Transport accident,,Kph,2007-12-09,2007-12-11,2
2007-0662-USA,5dbc95d81649d22180112622de7231ab,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,No,No,No,,Flood|Hail,,Kph,2007-05-04,2007-05-08,4
2007-0663-USA,ab5e04758c920f0c5d3375d47f9787a0,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,No,No,No,,Flood|Hail,,Kph,2007-04-13,2007-04-17,4
2007-0689-USA,513dc1ee3f1746d920e7d4f0fe4a1388,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,No,No,No,,Cold wave,,Kph,2007-02-23,2007-02-25,2
2007-0690-USA,3a0fa6bee4872a9f25931031c77f7363,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,No,No,No,,Hail,128.0,Kph,2007-05-21,2007-05-25,4
2008-0010-USA,54c82978bf99035807bad015e6686afb,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,No,No,No,Heavy rains,Broken Dam/Burst bank|Rain,550.0,Km2,2008-01-05,2008-01-09,4
2008-0039-USA,5a6b032099bec89c31d33db0daa39c82,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,No,No,Yes,,Flood|Hail,,Kph,2008-02-05,2008-02-06,1
2008-0099-USA,02be3974bfd22336888c6c0523338e0e,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,No,No,No,,,5.9,Moment Magnitude,2008-02-21,2008-02-21,0
2008-0115-USA,717b65aa303291e2e6c2389a15276114,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,No,No,Yes,,Flood|Hail,217.0,Kph,2008-03-14,2008-03-14,0
2008-0131-USA,7da9b938aa0cdffb77e889404987aa6f,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,No,No,Yes,Rain and snowmelt,Broken Dam/Burst bank,565200.0,Km2,2008-03-17,2008-04-20,34
2008-0170-CAN,9aae745829c148025fd5726a212c120e,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,No,No,No,Snowmelt,,22900.0,Km2,2008-04-10,2008-04-24,14
2008-0194-USA,c78cfa8db331d1b63a89a61cfd9090d0,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,No,No,Yes,"Cold front meeting warm, moist air",Flood|Hail,280.0,Kph,2008-05-10,2008-05-12,2
2008-0210-USA,c234e4082fcc2c7f07d8a8692d123520,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,No,No,Yes,,Broken Dam/Burst bank|Flood,,Kph,2008-05-22,2008-05-26,4
2008-0253-USA,96b130cfff5bb3b68befd255a99240d4,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,No,No,Yes,"Lightening, drought, wind",,3500.0,Km2,2008-06-20,2008-07-09,19
2008-0264-CAN,1958f16b862391ef4685244d77aca7f9,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,No,No,No,,Snow/ice,3180.0,Km2,2008-04-26,2008-05-01,5
2008-0304-USA,de098fa2fc158fc21bbe61cc1ffcd1ce,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,Hurricane Dolly,No,No,Yes,,Flood|Transport accident,160.0,Kph,2008-07-23,2008-07-23,0
2008-0338-USA,5338a235135878436375a757caec7cef,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,"Tropical Storm ""Fay""",No,No,Yes,,Flood,100.0,Kph,2008-08-20,2008-08-28,8
2008-0352-USA,1cd57e48149b40940dadc2f1009c9e07,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,"Hurricane ""Gustav""",No,No,No,,,,Kph,2008-09-01,2008-09-01,0
2008-0378-USA,de376fdcd4a2ec4c1eced63fb3307264,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,Hurricane 'Hanna',No,No,Yes,,,,Kph,2008-08-28,2008-08-28,0
2008-0384-USA,9b79637463663f5136488f42d60b429d,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,Hurricane Ike,No,No,No,,Flood,200.0,Kph,2008-09-12,2008-09-16,4
2008-0524-USA,962410770d00a1eacaecdf1a7fdc4075,No,nat-cli-wil-wil,Natural,Climatological,Wildfire,Wildfire (General),,No,No,Yes,,,,Km2,2008-11-13,2008-11-18,5
2008-0563-USA,149e617fa030e127144ce40f4c2493a5,No,nat-met-ext-sev,Natural,Meteorological,Extreme temperature,Severe winter conditions,,No,No,Yes,,,,°C,2008-12-11,2008-12-14,3
2008-0599-USA,9f104e2e852cfbc4e887402ca3951ec5,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,No,No,No,,,,Kph,2008-01-29,2008-01-30,1
2008-0600-USA,0f8bba7ba05915c3416a2145c3d633fd,No,nat-met-sto-ext,Natural,Meteorological,Storm,Extra-tropical storm,,No,No,No,,,175.0,Kph,2008-01-04,2008-01-09,5
2008-0601-USA,a841b8432160d3c6d7c12a3a43a4acb0,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,No,No,No,,,,Kph,2008-04-09,2008-04-11,2
2008-0627-USA,a5c3f0f6abf63b502e2618b0a12a37dd,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,No,No,No,,Broken Dam/Burst bank,,Km2,2008-06-09,2008-06-30,21
2008-0638-USA,d48d4a931d202b5677b2d5d23c870961,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,No,No,No,Heavy rains,,35110.0,Km2,2008-12-29,2009-01-16,18
2008-0645-USA,8da7932d6cdb5b4000718db607bad3a6,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,No,No,No,,,240.0,Kph,2008-04-28,2008-04-28,0
2008-0654-USA,7f8ef90a7222563fa08e6bdbeb2cfd52,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,No,No,No,,,,Kph,2008-12-11,2008-12-22,11
2009-0056-USA,fe8abc41cfe9cb4ada94f6b62c3e422b,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,,No,No,No,,,,°C,2009-01-26,2009-01-28,2
2009-0106-USA,c5a4bca02c92592fc0c02d074c937d17,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,No,No,Yes,"Snowmelt, hevay rain",,39740.0,Km2,2009-03-24,2009-04-20,27
2009-0140-USA,0762f4addf3b5b4627d4f1c1426d48db,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,No,No,Yes,,Fire,,Kph,2009-04-09,2009-04-10,1
2009-0178-USA,7e6d54461d7fd7cd60f5a4386c30eeed,No,nat-cli-wil-lan,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,No,No,No,Record temperatures and strong winds,,,Km2,2009-05-05,2009-05-11,6
2009-0184-USA,785d26663e6f3677905be252c4dc5390,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,No,No,Yes,Heavy rain,"Slide (land, mud, snow, rock)",16460.0,Km2,2009-05-03,2009-05-10,7
2009-0189-CAN,98a0b595f87835e888a214c98e841091,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,No,No,No,Ice Jam/break-up,,20490.0,Km2,2009-04-01,2009-04-09,8
2009-0190-USA,5e763eacd92e29effdc51d2a2ea03d53,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,No,No,Yes,Heavy rain,,82060.0,Km2,2009-04-06,2009-04-09,3
2009-0244-USA,735f71b8f457fe01ad1bb62a3f09b77b,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,No,No,No,,Flood|Hail,,Kph,2009-04-16,2009-04-18,2
2009-0287-USA,edf3428d95b1d90d43a3b8552ba14fae,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,No,No,No,,Rain,146.0,Kph,2009-02-10,2009-02-13,3
2009-0342-CAN,5f680a4f6b9a795f4c810417cefbebfd,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,Hurricane Bill,No,No,No,,,,Kph,2009-08-23,2009-08-23,0
2009-0342-USA,3fcccbd417160ebb6f538e92ab1cc679,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,Hurricane Bill,No,No,No,,Surge,,Kph,2009-08-23,2009-08-23,0
2009-0349-USA,caabe23780e8300c630320c28da45aab,No,nat-cli-wil-lan,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,No,No,Yes,,,,Km2,2009-07-07,2009-10-27,112
2009-0405-USA,549c711471baf3147c39c4bff158a967,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,No,No,Yes,Heavy rains,,,Km2,2009-09-20,2009-09-21,1
2009-0477-USA,380648fd208c4a48e515ed679bac1904,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,"Hurricane ""Ida""",No,No,Yes,,Flood,,Kph,2009-11-09,2009-11-10,1
2009-0599-USA,d2b00f2940c8b1ac6962d06cf3d3ee80,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,No,No,Yes,,,,Kph,2009-12-23,2009-12-25,2
2009-0601-USA,a77a85725019517e71a28a14213cb4ae,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,No,No,No,,Flood|Hail,128.0,Kph,2009-06-10,2009-06-18,8
2009-0603-USA,3b5400f6e958507b83d79bc89651550e,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,No,No,No,,Hail,,Kph,2009-07-20,2009-07-21,1
2009-0604-USA,eaaa270e63d0e2436ad2c0c5c2660066,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,No,No,No,,,,Kph,2009-05-07,2009-05-09,2
2009-0619-CAN,39821bb2bbdc0cfb0c2ea7b323818ddc,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,No,No,No,,,,Kph,2009-08-01,2009-08-03,2
2009-0644-USA,9b1a3dab2671ee21d6dae6b2e9950072,No,nat-met-sto-lig,Natural,Meteorological,Storm,Lightning/Thunderstorms,,No,No,No,,Hail,,Kph,2009-03-26,2009-03-28,2
2010-0027-USA,94b461b5ed53fe5587e0f72211a474b4,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,No,No,No,,,6.5,Moment Magnitude,2010-01-10,2010-01-10,0
2010-0045-USA,b3a03a19c862082c01cf17115e3fbe79,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,No,No,Yes,,,,Kph,2010-02-05,2010-02-11,6
2010-0089-USA,30f9eb9e2c2d24dcd239b10ae907cd49,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,No,No,Yes,,,151.0,Kph,2010-02-23,2010-02-28,5
2010-0162-USA,eaad3bafb2789829e27ce513a7ad929e,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,No,No,Yes,Hevay rains,,240301.0,Km2,2010-03-27,2010-03-31,4
2010-0163-USA,841b84d0670be45a234c791d290e0ec1,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,No,No,Yes,,,241.0,Kph,2010-04-24,2010-04-24,0
2010-0187-USA,047376e7a14fcf43f630f45bf9cab986,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,No,No,No,Heavy rains,Flood,320.0,Kph,2010-04-30,2010-05-03,3
2010-0196-USA,dbd261874f49c30c05de4480ef477436,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,No,No,No,,Hail,,Kph,2010-05-12,2010-05-16,4
2010-0225-USA,af75a660dd904332382f73c952cea9c6,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,No,No,No,Heavy rains,,,Km2,2010-06-10,2010-06-11,1
2010-0468-USA,5dbcd2ccfc266616bd3661d5e3daabae,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,Hurricane Earl,No,No,Yes,,Rain,,Kph,2010-09-03,2010-09-03,0
2010-0522-USA,f93108e095c1b9931698ed65539c0527,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,Tropical storm Hermine,No,No,No,,Flood,,Kph,2010-09-07,2010-09-11,4
2010-0612-USA,2f6bf83a1b55a5f7551e4bd0851a1055,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,No,No,No,,Flood,,Kph,2010-03-13,2010-03-15,2
2010-0651-USA,e66d2434ed3c418a2f85aeea1b6b9b37,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,No,No,Yes,Heavy rains,,355567.0,Km2,2010-12-19,2010-12-19,0
2010-0655-CAN,268854540539ff92eef5fbd58d919baa,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,No,No,No,,,,Kph,2010-12-26,2010-12-28,2
2010-0655-USA,f33187677f4786add38d7dfe3a1be946,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,No,No,Yes,,,,Kph,2010-12-26,2010-12-26,0
2010-0663-USA,81a3b07afd8e18f065ad7163bae18aea,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,No,No,No,,,,Kph,2010-12-31,2011-01-01,1
